,Unnamed: 0,artist,title,label,rank,week_start,week_end,genre,year,month,lyrics
Du sagst, er ist peinlich, willst aber heimlich so sein wie ich
Sein wie wir, haha, ach, das macht nichts
Sido und B-Tight – Blutsbrüdaz seit 30-11-80

"
14923,14923,capital bra feat. kc rebell,gutes herz,team kuku,24,29.06.2018,05.07.2018,deutschrap,2018,29,"

[Intro: Capital Bra]
Ja, ah

[Part 1: Capital Bra]
Ich kam her mit drei Monate Aufenthalt
Ich kochte innerlich, doch mir war trotzdem kalt
Du willst der Stärkste sein? Bra, du kommst nicht weit
Was bringt dir der Respekt, wenn deine Mutter dann zuhause weint?
Und eure Nazis sind schon lustig, gucken Anime
Holen bei Kanaken Schnee, doch wählen dann die AfD
Ich bin auch ein Mensch, weil ich auch Fehler mache
Doch das, was diese Leute machen, nennt man Selbstverarsche
Du gehst klau'n mit deinen Jungs und ihr springt über Zäune
Aber sag mir, wer von den'n sind deine wahren Freunde?
Ich mein', vielleicht macht ihr Business und verkauft paar Kisten
Aber wer von den'n würde für dich drei Jahre sitzen?
Auf einmal sind das alles Brüder und tun ein'n auf Fam
Doch läuft's nicht mehr tun sie so, als ob sie dich nicht kenn'n
Ich erzähl' dir nur vom Leben, bra, damit du lernst
Denn um weiter hier zu komm'n, brauchst du ein gutes Herz
Und dann kommst du weit, glaub mir, bra, dann kommst du weit
Was für Knarre? Mit Erfolg killst du jeden Feind
Zu viel Hass und Neid, scheiß auf die ganzen Hater
Wer schweigt, hört viel, doch wer schreit, hört nur sich selber
Die Menschen werden kälter, die Augen immer leerer
Und spricht man über ihre Fehler, wechseln sie das Thema
Ich erzähl' dir nur vom Leben, bra, damit du lernst
Denn um weiter hier zu komm'n, brauchst du ein gutes Herz

[Hook: Capital Bra]
Du brauchst ein gutes Herz, weil es nicht anders geht
Denn egal, was du auch machst, nur deine Absicht zählt
Mama meinte mal zu mir: „Diese Welt ist hässlich
Doch weißt du nicht, wie du handeln musst, dann handel menschlich!“
Egal, ob arm und reich, schwarz und weiß
Denn am Ende des Tages bluten alle gleich
Ich erzähl' dir nur vom Leben, bra, damit du lernst
Denn um weiter hier zu komm'n, brauchst du ein gutes Herz

[Part 2: KC Rebell]
Eins weiß ich: Gefälligkeiten bekomm'n ihre Preis-Leistung
Loyalitäten laufen einseitig
Menschen benehmen sich so, als ob hier Steinzeit ist
Lachen ins Gesicht, aber ficken sich dann gleichzeitig
Ich bin verwirrt, denn als ich nix war, hat sich keiner für mich interessiert
Heute steh'n sie hinter mir
Freunde hab'n mir mein'n Erfolg sicherlich gegönnt
Doch was bringt das, wenn sie Niederlagen nicht teilen könn'n?
Ich bin in guten Zeiten da, auch wenn es unsinnig klingt
Doch wusste nicht, dass ich in schlechten Zeiten Luft für sie bin
Enttäuschungen können Gift in dein'n Venen sein
Die Motivation der Sinn deines Lebens sein
Wir beide zum Beispiel könn'n mit dem Stift von der Seele schreiben
Auf das dieses Gefühl uns wie der Wind durch die Segel treibt
Wir kamen mit nix aus 'ner schweren Zeit
Und setzten ein'n Schritt in die Ewigkeit

[Hook: Capital Bra]
Du brauchst ein gutes Herz, weil es nicht anders geht
Denn egal, was du auch machst, nur deine Absicht zählt
Mama meinte mal zu mir: „Diese Welt ist hässlich
Doch weißt du nicht, wie du handeln musst, dann handel menschlich!“
Egal, ob arm und reich, schwarz und weiß
Denn am Ende des Tages bluten alle gleich
Ich erzähl' dir nur vom Leben, bra, damit du lernst
Denn um weiter hier zu komm'n, brauchst du ein gutes Herz

"
15558,15558,gringo feat. ak ausserkontrolle,guzman,sls music,59,18.05.2018,24.05.2018,deutschrap,2018,18,"

[Songtext zu „Guzman“ ft. AK Ausserkontrolle]

[Part 1: Gringo]
Lemon Ice Silver, isyan kafa duman
La dolce vita, nein, kalte Klima
Felder voll mit Puder, Lieferservice Guzmán
Leiche liegt in Trümmern, Chivato ist Buhmann
Händler werden hochgejagt, Autobombe Ku'damm
Tonnen Koka, Zoll tokat, Hamburg-Hafen Sula
Mike Tyson Fight-Night, Gangster-Party 2Pac
Las Vegas Highlight, Suge Knight, Shooter
SLS, fick die Hater
Oh, no, şaka maka, Gringo Mara Salvatrucha
Frauen reden viel Palaver, Kopffick Dreckshayat
Face/Off, zwei Gesichter, kes lan, bla, bla, bla
Pack', tick' jeden Tag im Black Room Torba
Greenlight Digital, Atmosphäre Panther
Dicka, will fünf Dinger, ich komm' mit Kaliber
Gentleman der Liga, ja, ja, ich bin Pislik-Ticker

[Hook: Gringo & Hasan.K]
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police

[Part 2: AK Ausserkontrolle]
Rolex Chronographen, lass den Motor starten
Driften wie auf Tokios Straßen
Geb' ein'n Fick, so wie Soziopathen
Und tanz' den Bull'n auf der Nase rum wie Choreographen
Erst inhaftiert, danach blitz-entlassen
Nicht zu fassen, diese Jungs sind nicht zu fassen
Zück' die Waffen im Anzug von Hugo Boss
Treffen Kugeln im Kopf, Zeugen rufen Cops
Hellraiser, so schuf mich Gott
Blut im Block, jetzt kriegt ihr Huren Cock
Schlafen, wenn es Tag ist, Bares unter Schwarzlicht
Ändert sich die Farbe, wird die Lage hier dramatisch
Dahab von Versace
S8 Audi black Sportpaket ballert durch die Straße
Blockleben, ich lass' Blei in dein'n Kopf regnen
Bis deine Jungs unter Schock stehen
Ihr macht auf edel, das ist Gangstershit
Unser Auftreten ist beängstigend
Kickdown geben im Mercedes
Kids gehen raus, kaufen mehr CDs
Batz in der Tasche und der Benz ist geparkt
Egal, wo ich bin, meine Audienz ist gefragt
Immer noch derselbe, Daule hängt im Passat
Du bist immer noch derselbe, Junge, hängst mit Darrats

[Hook: Gringo & Hasan.K]
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police
Wummi, volle Munni unter mei'm Pulli, fuck police

"
12769,12769,fler feat. mosenu,gänsehaut,maskulin,70,30.11.2018,06.12.2018,deutschrap,2018,30,"

[Songtext zu „Gänsehaut“]

[Producer-Tag]
Simes got that secret sauce

[Hook: Fler & Mosenu]
Immer wieder, wenn ich bei mir durch die Hood lauf' (durch die Hood)
Krieg' ich Flashbacks und Gänsehaut (chu, chu)
Hab' Berlin in meiner DNA verankert (das bleibt für immer)
Und im Walkman Frauenarzt „Tempeltown“ (woah, woah, woah)
Immer wieder, wenn ich bei mir durch die Hood lauf' (durch die Hood)
Krieg' ich Flashbacks und Gänsehaut (chu, chu)
Hab' Berlin in meiner DNA verankert (das bleibt für immer)
Und im Walkman Frauenarzt „Tempeltown“

[Scratches: Frauenarzt & Mosenu]
Ich hab' dein Lied gehört und dich umgebracht (durch die Hood)
Ich hab' dein Lied gehört und dich umgebracht (chu, chu)
Ich hab' dein Lied gehört und dich umgebracht (das bleibt für immer)
Deine Leiche liegt jetzt im U-Bahn-Schacht (woah, woah, woah)

[Part 1: Mosenu]
Kenn' die Hood und ihre Gassen alle blind (alle blind)
Messer in der Tasche ist Instinkt (ist Instinkt)
Im Viertel seh'n die Jungs alle gleich aus (alle gleich)
Und das hat auch seinen Sinn
Die Amcas patroullier'n wie nie zuvor (nie zuvor)
Über Wasser halten, das ist Ghetto Sport (Ghetto Sport)
Meine Jungs, ey, sie gehen alle rein, raus (rein, raus)
Denn irgendwo kommt ja her, was du besorgst
Klettern und Rennen lernen als Kleinkind (Kleinkind)
Das ist, was das Viertel dir so beibringt (beibringt)
Und immer, wenn ich durch meine Ecke lauf' (Ecke, wooh)
Spür' ich Gänsehaut

[Hook: Fler & Mosenu]
Immer wieder, wenn ich bei mir durch die Hood lauf' (durch die Hood)
Krieg' ich Flashbacks und Gänsehaut (chu, chu)
Hab' Berlin in meiner DNA verankert (das bleibt für immer)
Und im Walkman Frauenarzt „Tempeltown“ (woah, woah, woah)
Immer wieder, wenn ich bei mir durch die Hood lauf' (durch die Hood)
Krieg' ich Flashbacks und Gänsehaut (chu, chu)
Hab' Berlin in meiner DNA verankert (das bleibt für immer)
Und im Walkman Frauenarzt „Tempeltown“

[Scratches: Frauenarzt & Mosenu]
Ich hab' dein Lied gehört und dich umgebracht (durch die Hood)
Ich hab' dein Lied gehört und dich umgebracht (chu, chu)
Ich hab' dein Lied gehört und dich umgebracht (das bleibt für immer)
Deine Leiche liegt jetzt im U-Bahn-Schacht (woah, woah, woah)

[Part 2: Fler & Mosenu]
Damals mit der U-Bahn hin zur Therapie (Therapie)
Heut' im VIP 6k für Energie (Pearl)
Neuer Flow, mein'n alten hat Miami Yacine
Soll kein Diss sein, glaub mir, Mann, ich lass' ihn (ja, ich lass' ihn, Dicka, glaub mir)
Rolle auf den Streets, ey
Messer steckt wie Socken in den Jeans, ey
Wichser brechen in mein Loft ein (Wichser)
Beim nächsten mal, da brech' ich dir dein Jochbein (Hund)
Junge, jedes meiner Worte ist Gesetz (ist Gesetz)
Rappte „In mei'm Kofferraum sind Packs“, alles Facts (woah)
Ein Südberliner kennt kein Mitleid
Was fällt der Bitch ein?

[Hook: Fler & Mosenu]
Immer wieder, wenn ich bei mir durch die Hood lauf' (durch die Hood)
Krieg' ich Flashbacks und Gänsehaut (chu, chu)
Hab' Berlin in meiner DNA verankert (das bleibt für immer)
Und im Walkman Frauenarzt „Tempeltown“ (woah, woah, woah)
Immer wieder, wenn ich bei mir durch die Hood lauf' (durch die Hood)
Krieg' ich Flashbacks und Gänsehaut (chu, chu)
Hab' Berlin in meiner DNA verankert (das bleibt für immer)
Und im Walkman Frauenarzt „Tempeltown“

[Scratches: Frauenarzt & Mosenu]
Ich hab' dein Lied gehört und dich umgebracht (durch die Hood)
Ich hab' dein Lied gehört und dich umgebracht (chu, chu)
Ich hab' dein Lied gehört und dich umgebracht (das bleibt für immer)
Deine Leiche liegt jetzt im U-Bahn-Schacht (woah, woah, woah)

"
4685,4685,firat,göz bebegim,contentview gmbh,86,19.06.2020,25.06.2020,deutschrap,2020,19,
29571,29571,sido,gürtel am arm,urban,72,11.09.2015,17.09.2015,deutschrap,2015,9,
6898,6898,kurdo,habiba prima,urban,99,17.01.2020,23.01.2020,deutschrap,2020,17,
10551,10551,capo,hadouken,warner music germany,52,03.05.2019,09.05.2019,deutschrap,2019,5,"

[Songtext zu „Hadouken“]

[Intro]
Wouh-wouh
Wouh-wouh
Skrrt, Money Kartell
Azzlack, Azzlack, Azzlack

[Part 1]
Tarikat: Azzlack, Money Kartell
Drive-by, City-Gangs, steig in den Benz
Die Stadt FFM in der Hand von Kriminell'n
Fünfhundert Bras, wir verteil'n hier die Schell'n
Ja, ich rede hier von fünfhundert Mann
Glaub mir, hier ist jeder von uns Piskopat
Sind wir immer mit Hyänen gefang'n
Azzlack-Allianz, Bruder, dann mit der Pumpgun
Für die Straße einhundert Prozent
Es macht rat-rat und die Hurensöhne renn'n
Trag' Bares in der Louis-Bag, muy bién, Capo on Fulltrack
Ein Applaus, wenn ihr wieder meine Kunst checkt
Macht aus, wenn ihr meint, es wär' Unsinn
Fickt euch alle, wir bleiben im Dschungel
Bleib' in mei'm Umfeld mit allen meinen Cousengs
Sind bereit, wenn der allererste Schuss fällt
Machen Hackfleisch aus euch à la Nusret
Couseng, Frankfurter-Sokak-Piçs hab'n Blut geleckt
Couseng, hab' den Part wieder cool gerappt
Rambazamba deine Mutter
Keine Zeit für den Scheiß mit den Bullen
Jeder meiner Feinde ruft sie an, um mich zu suchen
Ich liege wieder mit 'ner Hure im Bett im Hyatt
Glaube, es wird wieder Zeit für 'ne Dusche

[Hook]
Ahh, ja, ich glaub', es wird ma' wieder Zeit (Für eure Dusche)
Deutschrap war mir zu frech in der letzten Zeit (Hadouken)
Jeder weiß, diesmal suchen wir nach Streit
Kleine Huren geh'n zu weit, wer ist die Eins? Sag, wer ist die Eins?
Ja, ich glaub', es wird ma' wieder Zeit (Für eure Dusche)
Deutschrap war mir zu frech in der letzten Zeit (Hadouken)
Jeder weiß, diesmal suchen wir nach Streit
Kleine Huren geh'n zu weit, wer ist die Eins? Sag, wer ist die Eins?

[Part 2]
Ihr kleinen Hurensöhne rennt ins Polizeirevier rein
Unterschreib doch gleich dein Todesurteil
Vay, vay, vay, vay, voll Gangster-Style
Auf der Straße weiß ab jetzt jeder Bescheid (Check)
Die Kids auf dem Bolzplatz (Bolzplatz)
Alle Jungs mit den Torbas
Cane, sogar Taxifahrer verraten nichts (Nie)
In ihren Wortschatz (Wortschatz, Wortschatz, Wortschatz)
Irgendwas Komisches ist passiert
Ein Tag und wieder raus aus dem Ghetto
Ghetto-Rap, Ghetto-Rap
Los, los, renn, komm, hol deine Rettung
SOS, SOS, Code Zero-Six-Neuf, Drogendealer-Rap
Bei uns drückt der Bulle dir das Koks in die Hände
Voll auf Action, ja, wir sind voll auf Action
Nachts komm' ich durch das Fenster in dein Penthouse
Und tapzier' die Wände voll im Blutrausch
Setz' diesem ganzen Comedy ein Ende
Damit du weißt, Puto, damit ich einmal wieder gut schlafen kann
Beim ersten Mal hab' ich gewarnt
Beim zweiten Mal hab' ich gewarnt
Doch ein drittes Mal wird es nicht geben, Azzlack, Money Kartell

[Hook]
Ahh, ja, ich glaub', es wird ma' wieder Zeit (Für eure Dusche)
Deutschrap war mir zu frech in der letzten Zeit (Hadouken)
Jeder weiß, diesmal suchen wir nach Streit
Kleine Huren geh'n zu weit, wer ist die Eins? Sag, wer ist die Eins?
Ja, ich glaub', es wird ma' wieder Zeit (Für eure Dusche)
Deutschrap war mir zu frech in der letzten Zeit (Hadouken)
Jeder weiß, diesmal suchen wir nach Streit
Kleine Huren geh'n zu weit, wer ist die Eins? Sag, wer ist die Eins?

[Outro]
Ja, ich glaub', es wird ma' wieder Zeit
Wer ist die Eins? Sag, wer ist die Eins?
Wer ist die Eins? Sag, wer ist die Eins?
Ja, ich glaub', es wird ma' wieder Zeit
Wer ist die Eins? Sag, wer ist die Eins?
Wer ist die Eins? Sag, wer ist die Eins?

"
22866,22866,maxwell [de],hakuna matata,auf!keinen!fall!,67,23.12.2016,29.12.2016,deutschrap,2016,23,"

[Songtext zu „Hakuna Matata“]

[Intro: Maxwell & ?]
Hakuna Matata!
„187! Maxwell der Afrotrapprinz, oh mein Gott, er geht einen ganzen Club erobern“
Hakuna Matata

[Part 1: Maxwell]
Rauch' keine Samen und auch keine Blätter (Nö)
Glaub mir, ich zahle, nur hauptsache, scheppert (Heh)
Kauf bisschen Haze, unglaublich, wie lecker
Hau' meinen Wecker, wenn er zu viel Stress macht
Frau'n aufm Tisch und der Liquid im Sektglas (Woo)
Weste ist weiß, doch die Nächte sind pechschwarz
Was für Semester? Ich fahr' mit der S-Bahn
Jeden Tag ist Silvester! (Wah-wah-wah)
Hakuna Matata
Baby, komm und wir rudern im Stadtpark
Oder im Flugzeug nach Accra
Mir geht es gut, auch wenn ich Schule verkackt hab'
Maxwell, zu beliebt in der Stadt
Du siehst, was ich mach', zieh' die Brieftaschen ab
Schick mei'm Bruder neue Sneaker in'n Knast (Woo)
Sohle präpariert und mit Weed vollgepackt

[Hook: Joshi Mizu & Maxwell]
Denn alles, was ich wollte
Scheint zum Greifen nah zu sein
Geld und PS, neue Felgen und Sex
Meine Jungs machen Revolte
Egal, zu welcher Tageszeit
Meine Welt, mein Gesetz, zwischen Selter und Sekt

[Part 2: Maxwell]
Baby, du weißt, ich bin ein Casanova
Für mich geht es weiter nach oben
Und wenn einer fragt, wo ich bin:
Ich lieg' high aufm Sofa mit drei Amazonen
Bleibe Ganove, heiß wie ein Ofen
Bretter'n mit Hundert durch Dreißigerzonen
Trinke den Wodka mit Eis und Zitrone
Sie greifen nach Stern'n und ich greif' nach Millionen
Deine Schlampe, sie macht mir ein Sandwich
Denn in meinem Bett wacht sie auf
Guck, der nächste Tag läuft fast identisch
Nur der Sex mit 'ner anderen Frau
Gras in die Luft, Salamati!
Das ganze Weed macht mich paranoid
Werde verfolgt – Gendarmerie
Doch mir ist egal, solang Mama mich liebt

[Hook: Joshi Mizu & Maxwell]
Denn alles, was ich wollte
Scheint zum Greifen nah zu sein
Geld und PS, neue Felgen und Sex
Meine Jungs machen Revolte
Egal, zu welcher Tageszeit
Meine Welt, mein Gesetz, zwischen Selter und Sekt (Yeah)

[Outro: Joshi Mizu & Maxwell]
Bisschen Taş, Taş – Abfahrt
Brauchen kein'n Anlass – Standard
Nehmen alles auseinander
Geld und PS, neue Felgen und Sex
Hol mir bisschen Taş, Taş – Abfahrt
Brauchen kein'n Anlass – Standard
Nehmen alles auseinander

"
27467,27467,ssio,"halb mensch, halb nase",alles oder nix records,68,05.02.2016,11.02.2016,deutschrap,2016,2,
18797,18797,savas & sido,hall of fame,universal domestic urban,98,06.10.2017,12.10.2017,deutschrap,2017,10,
3176,3176,gringo & kc rebell,happy birthday,sme - sls music,77,02.10.2020,08.10.2020,deutschrap,2020,10,"

[Songtext zu „Happy Birthday“]

[Hook: Hasan.K]
Dicka, mach kein Hektik
Lehn dich zurück und lain back (Lain back, lain back)
Alles was ich sagen will ist:
„Bleib cool, locker, lean back“(Lean back, locker, lean back, ja)
Telefon macht wieder Stress
Drücke weg, Phone off (Phone off, Phone off, Phone off)
Dicka, mach mal ganz langsam
Hör den Song und relax (Relax, relax, oh-oh)

[Part 1: Gringo]
Saruch brennt, Ed Rosenthal (Ed Rosenthal)
Kopf ist gut, Papi fliegt ins All (Fliegt ins All)
Cannabis, Candy Land (Candy Land)
Smoke Ella, Rücksitz Cadillac (Cadillac)
Horizont yakamoz (Horizont yakamoz)
Hüpfe Trampolin mit Kindern, Hinterhof
IPhone lautlos, geh' nicht ran (Geh' nicht ran)
Kunde hat Absturz, mir egal

[Bridge 1: Gringo]
Penthouse, Tigеr sweet, chill' privat
Kopf gefickt wegen еski aşk
Torte ins Gesicht, happy birthday (Happy birthday)
Desert Eagle durchgeladen, Training-Day

[Hook: Hasan.K]
Dicka, mach kein Hektik
Lehn dich zurück und lain back (Lain back, lain back)
Alles was ich sagen will ist:
„Bleib cool, locker, lean back“ (Lean back, locker, lean back, ja)
Telefon macht wieder Stress
Drücke weg, Phone off (Phone off, Phone off, Phone off)
Dicka, mach mal ganz langsam
Hör den Song und relax (Relax, relax!)

[Part 2: KC Rebell]
Ich hab' geschwor'n, ich mach' sie alle platt (Ja)
Dicka, Mittelfinger, wenn ich Money mach' (Money mach')
Nichts geschenkt bekommen von Anfang an
Ich zeig' dir Bilder, dieser Kıro war auf Caritas (Caritas)
Die Audemars Piguet
Wir haben sie geseh'n und wollten seitdem keine andere Uhr
Von dort, wo ich hier steh' und wie ich herkam, hast du keine blasse Spur (Ja)
Ich hatte es nicht einfach (Nein), hatte kein Dreirad (Kein Dreirad)
Vor der Garageneinfahrt, aber heute parkt der Daimler da
Heut bekomm' ich Beifall, wenn ich mit dem Benz vorbeifahr'
Ich spuck' auf solche Menschen, ich fick' auf so 'ne Eigenschaft

[Bridge 2: KC Rebell]
Hass im Bauch angestaut, Kopf gefickt, Teller leer
Aufgebaut, drangeglaubt, versink' in kein Tränenmeer
Egal wie viel, ich zähl' die Patte, macht nicht legendär
Deshalb schreibe ich nicht am nächsten Hit, sondern am Lebenswerk
Ich zieh' los, gebe Gas mit Nitro (Nitro)
Hebe ab wie 'n Pilot (Pilot)
Nie wieder im minus inshaallah
Ich bin so (Ah, ja)
Ich war so, bleib' so (Ah, ja)
Zehn Jahre Hype, Bro (Hype)
Assalamualaikum, ja

[Hook: Hasan.K]
Dicka, mach kein Hektik
Lehn dich zurück und lain back (Lain back, lain back)
Alles was ich sagen will ist:
„Bleib cool, locker, lean back“ (Lean back, locker, lean back)
Telefon macht wieder Stress
Drücke weg, Phone off (Phone off, Phone off, Phone off)
Dicka, mach mal ganz langsam
Hör den Song und relax (Relax, relax!)

[Outro: Hasan.K]
Dicka, mach kein Hektik, lehn dich zurück und lain back
Alles was ich sagen will ist: „Bleib cool, locker, lean back“
Telefon macht wieder Stress, drücke weg, Phone off
